ChangeId,OpportunityCode,AccountName,OpportunityName,FieldChanged,OldValue,NewValue,ChangeDate,ChangedByFullName,ChangedByEmail
CHG-025082,006ONQWOE1PBVOT4GY,Ashford Systems Ltd.,Ashford Systems Ltd. - Wireless Expansion,SFDC_ACV_Revenue,57916.58,82580.87,2026-05-28,Daniel Collins,daniel.collins@global.ntt
CHG-025083,006ONQWOE1PBVOT4GY,Ashford Systems Ltd.,Ashford Systems Ltd. - Wireless Expansion,SFDC_ACV_Gp,9707.62,13841.69,2026-05-28,Daniel Collins,daniel.collins@global.ntt
CHG-025084,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,ForecastCategory,Not Set,Omitted,2026-05-02,Sharon Scott,sharon.scott@global.ntt
CHG-025085,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,Confidence,0.00,0.03,2026-05-02,Sharon Scott,sharon.scott@global.ntt
CHG-025086,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,SFDC_ACV_Revenue,0,21719.7,2026-05-02,Sharon Scott,sharon.scott@global.ntt
CHG-025087,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,SFDC_ACV_Gp,0,4228.52,2026-05-02,Sharon Scott,sharon.scott@global.ntt
CHG-025088,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,OpportunityStage,Identification,Requirements Definition,2026-05-08,Sharon Scott,sharon.scott@global.ntt
CHG-025089,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,OpportunityStage,Requirements Definition,Qualification,2026-05-09,Sharon Scott,sharon.scott@global.ntt
CHG-025090,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,OpportunityStage,Qualification,Proposal,2026-05-09,Sharon Scott,sharon.scott@global.ntt
CHG-025091,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,ForecastCategory,Omitted,Best Case,2026-05-09,Sharon Scott,sharon.scott@global.ntt
CHG-025092,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,Confidence,0.03,0.60,2026-05-09,Sharon Scott,sharon.scott@global.ntt
CHG-025093,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,SFDC_ACV_Revenue,21719.7,20773.63,2026-05-11,Sharon Scott,sharon.scott@global.ntt
CHG-025094,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,SFDC_ACV_Gp,4228.52,4044.34,2026-05-11,Sharon Scott,sharon.scott@global.ntt
CHG-025095,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,OpportunityStage,Proposal,Proposal Evaluation,2026-05-15,Sharon Scott,sharon.scott@global.ntt
CHG-025096,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,ForecastCategory,Best Case,Commit,2026-05-15,Sharon Scott,sharon.scott@global.ntt
CHG-025097,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,Confidence,0.60,0.79,2026-05-15,Sharon Scott,sharon.scott@global.ntt
CHG-025098,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,OpportunityStage,Proposal Evaluation,Finalist,2026-05-16,Sharon Scott,sharon.scott@global.ntt
CHG-025099,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,OpportunityStage,Finalist,Deal Lost,2026-05-20,Sharon Scott,sharon.scott@global.ntt
CHG-025100,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,ForecastCategory,Commit,Omitted,2026-05-20,Sharon Scott,sharon.scott@global.ntt
CHG-025101,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,Confidence,0.79,0.00,2026-05-20,Sharon Scott,sharon.scott@global.ntt
CHG-025102,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,SFDC_ACV_Revenue,20773.63,19909.13,2026-05-20,Sharon Scott,sharon.scott@global.ntt
CHG-025103,006OOFZAHPPBT8DRVL,Cobalt Holdings Co.,Cobalt Holdings Co. - Managed Services Renewal,SFDC_ACV_Gp,4044.34,3876.03,2026-05-20,Sharon Scott,sharon.scott@global.ntt
CHG-025104,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,OpportunityStage,Identification,Requirements Definition,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025105,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,OpportunityStage,Requirements Definition,Qualification,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025106,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,ForecastCategory,Not Set,Omitted,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025107,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,ForecastCategory,Omitted,Pipeline,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025108,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,Confidence,0.00,0.13,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025109,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,SFDC_ACV_Revenue,0,40857.18,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025110,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,SFDC_ACV_Gp,0,7471.12,2026-08-20,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025111,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,OpportunityStage,Qualification,Proposal,2026-08-21,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025112,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,OpportunityStage,Proposal,Proposal Evaluation,2026-08-23,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025113,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,ForecastCategory,Pipeline,Best Case,2026-08-23,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025114,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,Confidence,0.13,0.60,2026-08-23,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025115,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,SFDC_ACV_Revenue,40857.18,51097.87,2026-08-23,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025116,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,SFDC_ACV_Gp,7471.12,9343.73,2026-08-23,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025117,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,OpportunityStage,Proposal Evaluation,Finalist,2026-08-24,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025118,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,ForecastCategory,Best Case,Commit,2026-08-24,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025119,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,Confidence,0.60,0.75,2026-08-24,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025120,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,OpportunityStage,Finalist,Deal Lost,2026-08-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025121,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,ForecastCategory,Commit,Omitted,2026-08-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025122,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,Confidence,0.75,0.01,2026-08-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025123,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,SFDC_ACV_Revenue,51097.87,52155.9,2026-08-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025124,006OPF3B9GECRCJ20M,Ashford Transport Co LLC,Ashford Transport Co LLC - Network Refresh,SFDC_ACV_Gp,9343.73,9537.2,2026-08-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-025125,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,ForecastCategory,Not Set,Pipeline,2026-04-11,David Stewart,david.stewart@global.ntt
CHG-025126,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,Confidence,0.00,0.29,2026-04-11,David Stewart,david.stewart@global.ntt
CHG-025127,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,SFDC_ACV_Revenue,0,4887.91,2026-04-11,David Stewart,david.stewart@global.ntt
CHG-025128,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,SFDC_ACV_Gp,0,644.54,2026-04-11,David Stewart,david.stewart@global.ntt
CHG-025129,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,OpportunityStage,Qualification,Proposal,2026-04-13,David Stewart,david.stewart@global.ntt
CHG-025130,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,SFDC_ACV_Revenue,4887.91,4260.9,2026-06-05,David Stewart,david.stewart@global.ntt
CHG-025131,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,SFDC_ACV_Gp,644.54,561.86,2026-06-05,David Stewart,david.stewart@global.ntt
CHG-025132,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,OpportunityStage,Proposal,Proposal Evaluation,2026-07-25,David Stewart,david.stewart@global.ntt
CHG-025133,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,ForecastCategory,Pipeline,Commit,2026-07-25,David Stewart,david.stewart@global.ntt
CHG-025134,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,Confidence,0.29,0.79,2026-07-25,David Stewart,david.stewart@global.ntt
CHG-025135,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,OpportunityStage,Proposal Evaluation,Finalist,2026-07-28,David Stewart,david.stewart@global.ntt
CHG-025136,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,OpportunityStage,Finalist,Deal Won,2026-07-30,David Stewart,david.stewart@global.ntt
CHG-025137,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,ForecastCategory,Commit,Closed,2026-07-30,David Stewart,david.stewart@global.ntt
CHG-025138,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,Confidence,0.79,1.00,2026-07-30,David Stewart,david.stewart@global.ntt
CHG-025139,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,SFDC_ACV_Revenue,4260.9,3612.71,2026-07-30,David Stewart,david.stewart@global.ntt
CHG-025140,006OPZY9RBVOD4WWW9,Silverline Telecom Co.,Silverline Telecom Co. - Colocation Expansion,SFDC_ACV_Gp,561.86,476.39,2026-07-30,David Stewart,david.stewart@global.ntt
CHG-025141,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,ForecastCategory,Not Set,Omitted,2026-03-11,Scott Carter,scott.carter@global.ntt
CHG-025142,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,Confidence,0.00,0.02,2026-03-11,Scott Carter,scott.carter@global.ntt
CHG-025143,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,SFDC_ACV_Revenue,0,32175.02,2026-03-11,Scott Carter,scott.carter@global.ntt
CHG-025144,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,SFDC_ACV_Gp,0,5690.33,2026-03-11,Scott Carter,scott.carter@global.ntt
CHG-025145,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,OpportunityStage,Identification,Requirements Definition,2026-03-15,Scott Carter,scott.carter@global.ntt
CHG-025146,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,OpportunityStage,Requirements Definition,Qualification,2026-03-16,Scott Carter,scott.carter@global.ntt
CHG-025147,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,ForecastCategory,Omitted,Pipeline,2026-03-16,Scott Carter,scott.carter@global.ntt
CHG-025148,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,Confidence,0.02,0.21,2026-03-16,Scott Carter,scott.carter@global.ntt
CHG-025149,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,OpportunityStage,Qualification,Proposal,2026-03-30,Scott Carter,scott.carter@global.ntt
CHG-025150,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,OpportunityStage,Proposal,Proposal Evaluation,2026-04-11,Scott Carter,scott.carter@global.ntt
CHG-025151,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,ForecastCategory,Pipeline,Best Case,2026-04-11,Scott Carter,scott.carter@global.ntt
CHG-025152,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,Confidence,0.21,0.52,2026-04-11,Scott Carter,scott.carter@global.ntt
CHG-025153,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,SFDC_ACV_Revenue,32175.02,28298.7,2026-04-16,Scott Carter,scott.carter@global.ntt
CHG-025154,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,SFDC_ACV_Gp,5690.33,5004.78,2026-04-16,Scott Carter,scott.carter@global.ntt
CHG-025155,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,OpportunityStage,Proposal Evaluation,Finalist,2026-05-19,Scott Carter,scott.carter@global.ntt
CHG-025156,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,ForecastCategory,Best Case,Commit,2026-05-19,Scott Carter,scott.carter@global.ntt
CHG-025157,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,Confidence,0.52,0.77,2026-05-19,Scott Carter,scott.carter@global.ntt
CHG-025158,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,OpportunityStage,Finalist,Deal Lost,2026-05-22,Scott Carter,scott.carter@global.ntt
CHG-025159,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,ForecastCategory,Commit,Omitted,2026-05-22,Scott Carter,scott.carter@global.ntt
CHG-025160,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,Confidence,0.77,0.04,2026-05-22,Scott Carter,scott.carter@global.ntt
CHG-025161,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,SFDC_ACV_Revenue,28298.7,30818.89,2026-05-22,Scott Carter,scott.carter@global.ntt
CHG-025162,006OQBADFCXVAOKSVS,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc. - Colocation Expansion,SFDC_ACV_Gp,5004.78,5450.49,2026-05-22,Scott Carter,scott.carter@global.ntt
CHG-025163,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,OpportunityStage,Identification,Requirements Definition,2026-08-07,Melissa Adams,melissa.adams@global.ntt
CHG-025164,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,ForecastCategory,Not Set,Omitted,2026-08-07,Melissa Adams,melissa.adams@global.ntt
CHG-025165,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,Confidence,0.00,0.01,2026-08-07,Melissa Adams,melissa.adams@global.ntt
CHG-025166,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,SFDC_ACV_Revenue,0,61753.19,2026-08-07,Melissa Adams,melissa.adams@global.ntt
CHG-025167,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,SFDC_ACV_Gp,0,11722.96,2026-08-07,Melissa Adams,melissa.adams@global.ntt
CHG-025168,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,OpportunityStage,Requirements Definition,Qualification,2026-08-13,Melissa Adams,melissa.adams@global.ntt
CHG-025169,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,ForecastCategory,Omitted,Pipeline,2026-08-13,Melissa Adams,melissa.adams@global.ntt
CHG-025170,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,Confidence,0.01,0.25,2026-08-13,Melissa Adams,melissa.adams@global.ntt
CHG-025171,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,OpportunityStage,Qualification,Proposal,2026-08-18,Melissa Adams,melissa.adams@global.ntt
CHG-025172,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,OpportunityStage,Proposal,Proposal Evaluation,2026-08-19,Melissa Adams,melissa.adams@global.ntt
CHG-025173,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,ForecastCategory,Pipeline,Commit,2026-08-19,Melissa Adams,melissa.adams@global.ntt
CHG-025174,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,Confidence,0.25,0.88,2026-08-19,Melissa Adams,melissa.adams@global.ntt
CHG-025175,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,SFDC_ACV_Revenue,61753.19,59550.92,2026-08-21,Melissa Adams,melissa.adams@global.ntt
CHG-025176,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,SFDC_ACV_Gp,11722.96,11304.89,2026-08-21,Melissa Adams,melissa.adams@global.ntt
CHG-025177,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,OpportunityStage,Proposal Evaluation,Finalist,2026-08-26,Melissa Adams,melissa.adams@global.ntt
CHG-025178,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,OpportunityStage,Finalist,Deal Lost,2026-09-04,Melissa Adams,melissa.adams@global.ntt
CHG-025179,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,ForecastCategory,Commit,Omitted,2026-09-04,Melissa Adams,melissa.adams@global.ntt
CHG-025180,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,Confidence,0.88,0.00,2026-09-04,Melissa Adams,melissa.adams@global.ntt
CHG-025181,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,SFDC_ACV_Revenue,59550.92,52225.8,2026-09-04,Melissa Adams,melissa.adams@global.ntt
CHG-025182,006OQP2IER3FMYRVT3,Beacon Logistics LLC,Beacon Logistics LLC - Security Assessment,SFDC_ACV_Gp,11304.89,9914.32,2026-09-04,Melissa Adams,melissa.adams@global.ntt
CHG-025183,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,ForecastCategory,Not Set,Omitted,2026-03-30,Cynthia Turner,cynthia.turner@global.ntt
CHG-025184,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,SFDC_ACV_Revenue,0,34000.09,2026-03-30,Cynthia Turner,cynthia.turner@global.ntt
CHG-025185,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,SFDC_ACV_Gp,0,830.74,2026-03-30,Cynthia Turner,cynthia.turner@global.ntt
CHG-025186,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,OpportunityStage,Identification,Requirements Definition,2026-04-03,Cynthia Turner,cynthia.turner@global.ntt
CHG-025187,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,SFDC_ACV_Revenue,34000.09,32051.01,2026-05-27,Cynthia Turner,cynthia.turner@global.ntt
CHG-025188,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,SFDC_ACV_Gp,830.74,783.12,2026-05-27,Cynthia Turner,cynthia.turner@global.ntt
CHG-025189,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,OpportunityStage,Requirements Definition,Qualification,2026-06-10,Cynthia Turner,cynthia.turner@global.ntt
CHG-025190,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,ForecastCategory,Omitted,Pipeline,2026-06-10,Cynthia Turner,cynthia.turner@global.ntt
CHG-025191,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,Confidence,0.00,0.22,2026-06-10,Cynthia Turner,cynthia.turner@global.ntt
CHG-025192,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,OpportunityStage,Qualification,Proposal,2026-06-20,Cynthia Turner,cynthia.turner@global.ntt
CHG-025193,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,OpportunityStage,Proposal,Proposal Evaluation,2026-07-04,Cynthia Turner,cynthia.turner@global.ntt
CHG-025194,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,ForecastCategory,Pipeline,Commit,2026-07-04,Cynthia Turner,cynthia.turner@global.ntt
CHG-025195,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,Confidence,0.22,0.74,2026-07-04,Cynthia Turner,cynthia.turner@global.ntt
CHG-025196,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,OpportunityStage,Proposal Evaluation,Finalist,2026-07-10,Cynthia Turner,cynthia.turner@global.ntt
CHG-025197,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,OpportunityStage,Finalist,Deal Lost,2026-07-25,Cynthia Turner,cynthia.turner@global.ntt
CHG-025198,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,ForecastCategory,Commit,Omitted,2026-07-25,Cynthia Turner,cynthia.turner@global.ntt
CHG-025199,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,Confidence,0.74,0.02,2026-07-25,Cynthia Turner,cynthia.turner@global.ntt
CHG-025200,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,SFDC_ACV_Revenue,32051.01,29951.49,2026-07-25,Cynthia Turner,cynthia.turner@global.ntt
CHG-025201,006OR77ZDFQTWJ24H2,Meridian Telecom Corp.,Meridian Telecom Corp. - Digital Workplace Upgrade,SFDC_ACV_Gp,783.12,731.82,2026-07-25,Cynthia Turner,cynthia.turner@global.ntt
CHG-025202,006ORZL32S6MRVGC9B,Cascade Manufacturing Co.,Cascade Manufacturing Co. - Network Refresh,ForecastCategory,Not Set,Omitted,2026-03-12,Christine Evans,christine.evans@global.ntt
CHG-025203,006ORZL32S6MRVGC9B,Cascade Manufacturing Co.,Cascade Manufacturing Co. - Network Refresh,SFDC_ACV_Revenue,0,33576.35,2026-03-12,Christine Evans,christine.evans@global.ntt
CHG-025204,006ORZL32S6MRVGC9B,Cascade Manufacturing Co.,Cascade Manufacturing Co. - Network Refresh,SFDC_ACV_Gp,0,4290.5,2026-03-12,Christine Evans,christine.evans@global.ntt
CHG-025205,006ORZL32S6MRVGC9B,Cascade Manufacturing Co.,Cascade Manufacturing Co. - Network Refresh,OpportunityStage,Identification,Deal Lost,2026-04-04,Christine Evans,christine.evans@global.ntt
CHG-025206,006ORZL32S6MRVGC9B,Cascade Manufacturing Co.,Cascade Manufacturing Co. - Network Refresh,SFDC_ACV_Revenue,33576.35,35984.11,2026-04-04,Christine Evans,christine.evans@global.ntt
CHG-025207,006ORZL32S6MRVGC9B,Cascade Manufacturing Co.,Cascade Manufacturing Co. - Network Refresh,SFDC_ACV_Gp,4290.5,4598.17,2026-04-04,Christine Evans,christine.evans@global.ntt
CHG-025208,006OS6QVXGAZ2UXCG0,Cobalt Holdings Co.,Cobalt Holdings Co. - Unified Communications,ForecastCategory,Not Set,Omitted,2026-07-16,Susan Hill,SUSAN.HILL@GLOBAL.NTT
CHG-025209,006OS6QVXGAZ2UXCG0,Cobalt Holdings Co.,Cobalt Holdings Co. - Unified Communications,SFDC_ACV_Revenue,0,19013.75,2026-07-16,Susan Hill,SUSAN.HILL@GLOBAL.NTT
CHG-025210,006OS6QVXGAZ2UXCG0,Cobalt Holdings Co.,Cobalt Holdings Co. - Unified Communications,SFDC_ACV_Gp,0,2197.29,2026-07-16,Susan Hill,SUSAN.HILL@GLOBAL.NTT
CHG-025211,006OS6QVXGAZ2UXCG0,Cobalt Holdings Co.,Cobalt Holdings Co. - Unified Communications,OpportunityStage,Identification,Requirements Definition,2026-07-18,Susan Hill,SUSAN.HILL@GLOBAL.NTT
