OpportunityGlobalRegionName,OpportunityCountry,AccountCode,AccountName,AccountGroup,AccountIndustry,OpportunityCode,OpportunityLineCode,OpportunityName,OpportunityStage,Confidence,ForecastCategory,OpportunityCreateDate,OpportunityCloseDate,AccountOwnerFullName,AccountOwnerEmailAdress,OpportunityOwnerFullName,OpportunityOwnerEmailAdress,ProductBusinessUnit,ServiceCategory,OrderType,ContractTermMonths,SFDC_ACV_Revenue,SFDC_ACV_Gp,SFDC_TCV_Revenue,SFDC_TCV_Gp,GM_Percent,Quarter,Month,QuarterlyBudget_ACVRevenue,QuarterlyBudget_ACVGp,QuarterlyGap_ACVGP,QuarterlyTotalPipeline_ACVGP,TP_RAGStatus,QuarterlyQualifiedPipeline_ACVGP,QP_RAGStatus,LOBPortfolioQuarterlyBudget_ACVRevenue,LOBPortfolioQuarterlyBudget_ACVGp,MonthlyBudget_ACVRevenue,MonthlyBudget_ACVGp,MonthlyClosedPlusCommit_ACVGP,ClosedCommit_RAGStatus,LOBPortfolioMonthlyBudget_ACVRevenue,LOBPortfolioMonthlyBudget_ACVGp
North America,United States,001LA0TQ6LU0VHY0EF,"Monroe, Metropolitan Water District",,Public Sector,006BOYFK8259YK8QTT,00kS5DXQ1BP8AQK1OJ,Monroe - Colocation Expansion,Deal Lost,0.01,Omitted,2026-07-02,2026-09-01,Deborah Hall,deborah.hall@global.ntt,Karen Garcia,karen.garcia@global.ntt,Data Center,Product,Renewal,,11648.34,2007.59,11648.34,2007.59,17.23,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,1010063.0,80805.04,2417560.03,301226.22,599343.05,Green,373723.31,29897.86
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006AIODLWFWQ4WQ3GU,00k9V7JBMQOAATIM1N,Cobalt Holdings Co. - SD-WAN Rollout,Identification,0.0,Omitted,2026-02-08,2026-07-22,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,VBR,New Business,,563.01,262.53,563.01,262.53,46.63,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,15721.42,471.64,1960183.8,244237.44,305354.71,Green,4716.43,141.49
North America,United States,00162G46DQ3R47RCMH,"Alameda, Regional Transit Authority",Alameda Regional Authority,Public Sector,0064SGQ1ERS79VHHVH,00k3JFRLJHOANHTRQV,Alameda - Firewall Upgrade,Deal Lost,0.0,Omitted,2026-04-27,2026-09-03,Brandon Wright,brandon.wright@global.ntt,Linda Young,linda.young@global.ntt,Networking,VBR,Expansion,,667.24,289.16,667.24,289.16,43.34,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,15721.42,471.64,2417560.03,301226.22,599343.05,Green,5816.93,174.51
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006R0LYUBMP3D8BIF6,00kKNIEI8E9YE2JRAA,Cobalt Holdings Co. - Endpoint Protection,Deal Lost,0.0,Omitted,2026-08-12,2026-08-18,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,Renewal,,4928.29,776.0,4928.29,776.0,15.75,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,001UDUFU7T1L7370XS,Fieldstone Technologies Co.,,Education,006YBQLRRRXH44Q6JH,00k28R3C03A25H7G87,Fieldstone Technologies Co. - Data Center Migration,Deal Lost,0.0,Omitted,2026-05-23,2026-07-16,Timothy Carter,timothy.carter@global.ntt,Timothy Carter,timothy.carter@global.ntt,Networking,Product,New Business,,34724.52,6670.26,34724.52,6670.26,19.21,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,United States,0017EE7NAK4MCZHMAV,Westfall Financial Group Co.,,Retail & Consumer Goods,0069CIZDDECXJ7DQXM,00kQGLHHXCD7HVA0TA,Westfall Financial Group Co. - Endpoint Protection,Deal Lost,0.01,Omitted,2026-08-04,2026-09-03,Steven Cook,steven.cook@global.ntt,Rebecca Robinson,rebecca.robinson@global.ntt,Security,Product,Renewal,,1450.8,-210.02,1450.8,-210.02,-14.48,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2417560.03,301226.22,599343.05,Green,87934.9,7034.79
North America,United States,001LA0TQ6LU0VHY0EF,"Monroe, Metropolitan Water District",,Public Sector,00658SPRLD9336W99I,00kWR62KS5OYRLF5TV,Monroe - Endpoint Protection,Deal Won,1.0,Closed,2026-02-10,2026-04-01,Deborah Hall,deborah.hall@global.ntt,Deborah Hall,deborah.hall@global.ntt,Data Center,Technical Services,New Business,,6875.18,786.78,6875.18,786.78,11.44,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,183342.09,55002.63,1666156.26,207601.83,501687.68,Green,55002.63,16500.79
North America,United States,001LA0TQ6LU0VHY0EF,"Monroe, Metropolitan Water District",,Public Sector,00658SPRLD9336W99I,00kXQNEZC8L64Q8YUI,Monroe - Endpoint Protection,Deal Won,1.0,Closed,2026-02-10,2026-04-01,Deborah Hall,deborah.hall@global.ntt,Deborah Hall,deborah.hall@global.ntt,Networking,Product,New Business,,9852.47,1308.31,9852.47,1308.31,13.28,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006LNY2BJ3SLPVV393,00kUROVRX802H1CQHF,Cobalt Holdings Co. - Cisco IE3300,Deal Lost,0.0,Omitted,2026-01-27,2026-04-18,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,New Business,,1868.73,289.97,1868.73,289.97,15.52,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006LNY2BJ3SLPVV393,00kZ2B1X7CCIPY3YQE,Cobalt Holdings Co. - Cisco IE3300,Deal Lost,0.0,Omitted,2026-01-27,2026-04-18,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Security,Product,New Business,,8227.2,1895.7,8227.2,1895.7,23.04,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,202012.6,16161.01,1666156.26,207601.83,501687.68,Green,60603.78,4848.3
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006LNY2BJ3SLPVV393,00kI7NVYOFH4XO9N08,Cobalt Holdings Co. - Cisco IE3300,Deal Lost,0.0,Omitted,2026-01-27,2026-04-18,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,New Business,,6724.33,1224.45,6724.33,1224.45,18.21,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,001V8SQDYB439KFK2H,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc.,Transportation & Logistics,00675C1CIMHE9OP16K,00kTSWD4L2TL7JQKUE,Stonebridge Data Systems Inc. - SD-WAN Rollout,Deal Lost,0.0,Omitted,2026-04-22,2026-05-22,Scott Carter,scott.carter@global.ntt,Scott Carter,scott.carter@global.ntt,Networking,Product,New Business,,8513.74,1161.81,8513.74,1161.81,13.65,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1832771.9,228362.06,300953.42,Green,999100.34,79928.03
North America,United States,001V8SQDYB439KFK2H,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc.,Transportation & Logistics,00675C1CIMHE9OP16K,00kYLRRWDLPCA16Z86,Stonebridge Data Systems Inc. - SD-WAN Rollout,Deal Lost,0.0,Omitted,2026-04-22,2026-05-22,Scott Carter,scott.carter@global.ntt,Scott Carter,scott.carter@global.ntt,Networking,VBR,New Business,,273.77,118.4,273.77,118.4,43.25,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,13363.2,400.9,1832771.9,228362.06,300953.42,Green,4409.86,132.3
North America,United States,0017EE7NAK4MCZHMAV,Westfall Financial Group Co.,,Retail & Consumer Goods,006XW08P5K8R43W8YV,00k3SM7XY7ET1OIS3W,Westfall Financial Group Co. - Network Refresh,Deal Lost,0.0,Omitted,2026-01-31,2026-04-01,Steven Cook,steven.cook@global.ntt,Susan Roberts,susan.roberts@global.ntt,Networking,Product,New Business,,7658.0,1050.23,7658.0,1050.23,13.71,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0017EE7NAK4MCZHMAV,Westfall Financial Group Co.,,Retail & Consumer Goods,006XW08P5K8R43W8YV,00k902A2YYPQA4ZX85,Westfall Financial Group Co. - Network Refresh,Deal Lost,0.0,Omitted,2026-01-31,2026-04-01,Steven Cook,steven.cook@global.ntt,Susan Roberts,susan.roberts@global.ntt,Networking,Product,New Business,,11610.83,1375.19,11610.83,1375.19,11.84,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,001ZRMSFES3T2GQWMA,Bluepeak Data Systems Inc.,,Transportation & Logistics,006717LXWJLYFO04VY,00kDVEY8EKF23XUSIV,Bluepeak Data Systems Inc. - Backup & DR,Deal Lost,0.06,Omitted,2026-06-24,2026-08-24,Rebecca Bell,rebecca.bell@global.ntt,Rebecca Bell,rebecca.bell@global.ntt,Networking,Product,Renewal,,5971.3,603.81,5971.3,603.81,10.11,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,001ZRMSFES3T2GQWMA,Bluepeak Data Systems Inc.,,Transportation & Logistics,006717LXWJLYFO04VY,00kM8SO8717ZL1981J,Bluepeak Data Systems Inc. - Backup & DR,Deal Lost,0.06,Omitted,2026-06-24,2026-08-24,Rebecca Bell,rebecca.bell@global.ntt,Rebecca Bell,rebecca.bell@global.ntt,Networking,SDIS,Renewal,24.0,10060.26,1428.21,20120.52,2856.42,14.2,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,182966.84,45741.71,2156202.22,268661.22,531309.38,Green,60379.06,15094.76
North America,United States,001XWB1W23HH7TPKX1,Millbrook Utilities Corp.,Millbrook Holdings Ltd.,Retail & Consumer Goods,006NRBYTH0DJIX94EC,00kF60ZWFTM9V4FKV9,Millbrook Utilities Corp. - Wireless Expansion,Deal Lost,0.04,Omitted,2026-03-09,2026-04-08,Linda Evans,linda.evans@global.ntt,Linda Evans,linda.evans@global.ntt,Networking,Product,Renewal,,7105.91,1270.43,7105.91,1270.43,17.88,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,001MVG3ACSSKJCXNEO,"Sonoma, Regional Transit Authority","Sonoma, Regional Transit Authority",Public Sector,006WKURQMCIVCFU9GC,00kCXP1AXXJYP510SY,Sonoma - Digital Workplace Upgrade,Deal Won,1.0,Closed,2026-08-04,2026-09-03,Cynthia Young,cynthia.young@global.ntt,Janalynn Rodriguez,janalynn.rodriguez@global.ntt,Networking,Product,New Business,,4622.76,486.75,4622.76,486.75,10.53,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,United States,001EIF5LNCQ6OXGF0C,Northgate Insurance Group LLC,,Financial Services,006IFVVRDE1FJ2MM62,00k3XLA8X3C6C6U575,Northgate Insurance Group LLC - Data Center Migration,Deal Lost,0.03,Omitted,2026-07-11,2026-09-06,Steven Cook,steven.cook@global.ntt,Steven Cook,steven.cook@global.ntt,Networking,Product,New Business,,18739.4,3845.18,18739.4,3845.18,20.52,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,United States,001IO6VC0UOQKWUQKO,Ashford Telecom Co.,,Healthcare,006IUR6GPBNV24A5YH,00k09QJ0IRZ80ZSK4N,Ashford Telecom Co. - SD-WAN Rollout,Deal Won,1.0,Closed,2026-05-26,2026-06-25,Linda Green,linda.green@global.ntt,Linda Green,linda.green@global.ntt,Networking,Product,Renewal,,41337.77,6969.89,41337.77,6969.89,16.86,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,United States,001GPVSY2O3L9S0524,Beacon Logistics LLC,Beacon Manufacturing Co.,Financial Services,006KRTBHXR84H95PWK,00kNF3WGWNAXNH0HGG,Beacon Logistics LLC - Cisco IE3300,Deal Won,1.0,Closed,2026-01-01,2026-04-01,Melissa Adams,melissa.adams@global.ntt,Nancy Lewis,nancy.lewis@global.ntt,Networking,Technical Services,Renewal,,14688.63,4226.33,14688.63,4226.33,28.77,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,646531.89,193959.57,1666156.26,207601.83,501687.68,Green,193959.57,58187.87
North America,United States,001FLZZXJ3IJ5MZBW5,Silverline Technologies Corp.,,Energy & Utilities,006AIRR7G3H2TTZD20,00k4J9VWK7L9WQZN35,Silverline Technologies Corp. - Endpoint Protection,Deal Won,1.0,Closed,2026-05-02,2026-07-07,Angela Martinez,angela.martinez@global.ntt,Angela Martinez,angela.martinez@global.ntt,Security,Product,New Business,,12409.39,2392.6,12409.39,2392.6,19.28,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,1960183.8,244237.44,305354.71,Green,71298.56,5703.88
North America,United States,001OIT4GSV3U016NZI,Oakridge Consumer Goods Corp.,,Financial Services,006VIEILMKQXQVNJFL,00kJ3DYQA5YTXLANKZ,Oakridge Consumer Goods Corp. - Unified Communications,Deal Won,1.0,Closed,2026-01-23,2026-05-04,Karen Garcia,karen.garcia@global.ntt,Larry Edwards,larry.edwards@global.ntt,Networking,SDIS,Renewal,24.0,7266.12,1609.13,14532.24,3218.26,22.15,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,155521.82,38880.45,1832771.9,228362.06,300953.42,Green,51322.2,12830.55
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006L1YA2EEDTBSZTJM,00kQKT69LYCFO0GHZG,Cobalt Holdings Co. - Endpoint Protection,Deal Won,1.0,Closed,2026-07-25,2026-09-05,Brian Thompson,brian.thompson@global.ntt,Justin Ragsdale,justin.ragsdale@global.ntt,Networking,Technical Services,Renewal,,14986.55,2701.05,14986.55,2701.05,18.02,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,760625.76,228187.73,2417560.03,301226.22,599343.05,Green,281431.53,84429.46
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,006ADDNAGWBW598KXB,00kT88UXSNEX5ZLWP9,Brightpath Solutions Inc. - SD-WAN Rollout,Deal Lost,0.0,Omitted,2026-04-21,2026-07-11,Karen Phillips,karen.phillips@global.ntt,Karen Phillips,karen.phillips@global.ntt,Networking,Product,Renewal,,11320.28,1868.79,11320.28,1868.79,16.51,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,United States,001JRP4CN2K5KO6I8B,Ironclad Logistics Corp.,,Education,006JAA1I0B2O33U98Z,00kSHYYZ7AIOHBIF7C,Ironclad Logistics Corp. - Access Control Modernization,Deal Lost,0.05,Omitted,2026-03-16,2026-06-02,Scott Stewart,scott.stewart@global.ntt,Steven Green,steven.green@global.ntt,Networking,Product,Expansion,,21410.03,3491.51,21410.03,3491.51,16.31,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,United States,001XWB1W23HH7TPKX1,Millbrook Utilities Corp.,Millbrook Holdings Ltd.,Retail & Consumer Goods,00637WED0EC6SVYMIS,00k5F4O3URHBJIUZZ3,Millbrook Utilities Corp. - Cisco IE3300,Deal Lost,0.0,Omitted,2026-04-10,2026-05-19,Linda Evans,linda.evans@global.ntt,Linda Evans,linda.evans@global.ntt,Data Center,Product,Renewal,,23653.24,3919.88,23653.24,3919.88,16.57,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,858553.55,68684.28,1832771.9,228362.06,300953.42,Green,283322.67,22665.81
North America,United States,0017EE7NAK4MCZHMAV,Westfall Financial Group Co.,,Retail & Consumer Goods,006WGJQ9YW2FCVVJWF,00kRX3KJ4ZBWACDCQA,Westfall Financial Group Co. - Firewall Upgrade,Deal Won,1.0,Closed,2026-06-17,2026-09-06,Steven Cook,steven.cook@global.ntt,Linda Phillips,linda.phillips@global.ntt,Networking,Product,New Business,,79593.2,17143.2,79593.2,17143.2,21.54,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,United States,0017EE7NAK4MCZHMAV,Westfall Financial Group Co.,,Retail & Consumer Goods,006WGJQ9YW2FCVVJWF,00kJDTO6ZOQATTMKXW,Westfall Financial Group Co. - Firewall Upgrade,Deal Won,1.0,Closed,2026-06-17,2026-09-06,Steven Cook,steven.cook@global.ntt,Linda Phillips,linda.phillips@global.ntt,Networking,Product,New Business,,12890.29,-1255.44,12890.29,-1255.44,-9.74,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,Canada,001NAYZ1JL73BY3UXA,"Jefferson, Public Health Department ",,Public Sector,006UEK7LEUEO0D7W60,00kLYPUQGC376NOYMY,Jefferson - Network Refresh,Deal Lost,0.02,Omitted,2026-01-31,2026-04-08,Amanda Sanchez,amanda.sanchez@global.ntt,Amanda Sanchez,amanda.sanchez@global.ntt,Digital Workplace,Technical Services,Renewal,,9555.88,1656.59,9555.88,1656.59,17.34,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,56676.14,17002.84,1666156.26,207601.83,501687.68,Green,17002.84,5100.85
North America,United States,0015AT95V9OWTBB6GM,Wexford Industries Group,,Education,006P2X6VOD92DV3ZJE,00k2F2DZ64JZ4BOGM6,Wexford Industries Group - Access Control Modernization,Deal Won,0.97,Closed,2026-01-16,2026-05-07,Linda Young,linda.young@global.ntt,Linda Young,linda.young@global.ntt,Digital Workplace,VBR,Renewal,,250.0,106.56,250.0,106.56,42.62,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,1171.44,35.14,1832771.9,228362.06,300953.42,Green,386.58,11.6
North America,United States,0015AT95V9OWTBB6GM,Wexford Industries Group,,Education,006P2X6VOD92DV3ZJE,00kG7S9Z1PFKSFAH18,Wexford Industries Group - Access Control Modernization,Deal Won,0.97,Closed,2026-01-16,2026-05-07,Linda Young,linda.young@global.ntt,Linda Young,linda.young@global.ntt,Networking,Product,Renewal,,4522.48,875.67,4522.48,875.67,19.36,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1832771.9,228362.06,300953.42,Green,999100.34,79928.03
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,0069EAJBIY2WOFT8HT,00kSONVPW4D6J0099H,Cobalt Holdings Co. - Wireless Expansion,Identification,0.0,Omitted,2026-06-15,2026-09-08,Brian Thompson,brian.thompson@global.ntt,Daniel King,daniel.king@global.ntt,Networking,Product,Renewal,,15326.81,1894.86,15326.81,1894.86,12.36,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006987B5IR0EAOUV8J,00kSFID52JVYHOMNXG,Cobalt Holdings Co. - Security Assessment,Deal Lost,0.04,Omitted,2026-05-31,2026-07-11,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,New Business,,3535.36,483.08,3535.36,483.08,13.66,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,United States,001KE5NXP1WGG5SJFE,Highfield Enterprises LLC,,Technology,006K901CF2IPDA0GG4,00k0OQDPFFNWBEVWGC,Highfield Enterprises LLC - Endpoint Protection,Deal Won,0.97,Closed,2026-05-10,2026-08-28,Timothy Carter,timothy.carter@global.ntt,Timothy Carter,timothy_carter@global.ntt,Data Center,Product,Renewal,,47816.31,8921.07,47816.31,8921.07,18.66,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,1010063.0,80805.04,2156202.22,268661.22,531309.38,Green,333320.79,26665.66
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,00617TNJFSS8XQNJXF,00k05HC1X9RZQ0YH4O,Cobalt Holdings Co. - Network Refresh,Deal Lost,0.02,Omitted,2026-01-31,2026-04-05,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,Expansion,,15875.5,3006.54,15875.5,3006.54,18.94,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0012UIK0WI59WI7IP4,Cascade Consumer Goods Corp.,,Telecommunications,006QURCPO2ZUNW94IK,00k7QFJXXV78PZECHO,Cascade Consumer Goods Corp. - Cloud Connectivity,Deal Lost,0.04,Omitted,2026-02-25,2026-05-04,Mark Martinez,mark.martinez@global.ntt,Mark Martinez,mark.martinez@global.ntt,Security,VBR,Renewal,,250.0,103.68,250.0,103.68,41.47,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,891.65,26.75,1832771.9,228362.06,300953.42,Green,294.24,8.83
North America,United States,001KBDX9AXEXWDY65B,Fieldstone Systems Group,,Energy & Utilities,0068OAFOAG64U8B7RN,00kQD6J60X5F0G9KM0,Fieldstone Systems Group - Unified Communications,Deal Lost,0.0,Omitted,2026-05-07,2026-06-24,Deborah Anderson,deborah.anderson@global.ntt,Deborah Anderson,deborah.anderson@global.ntt,Security,Product,New Business,,1006.92,222.7,1006.92,222.7,22.12,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,202012.6,16161.01,2054926.04,256042.26,295351.88,Green,74744.66,5979.57
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,0062O7WLJ5ROVCGQKT,00kG4AI2YGJKXMBNVO,Cobalt Holdings Co. - Colocation Expansion,Proposal,0.38,Pipeline,2026-03-18,2026-05-15,Brian Thompson,brian.thompson@global.ntt,Amanda Morris,amanda.morris@global.ntt,Security,Product,New Business,,22573.91,4402.43,22573.91,4402.43,19.5,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,202012.6,16161.01,1832771.9,228362.06,300953.42,Green,66664.16,5333.13
North America,United States,001OIT4GSV3U016NZI,Oakridge Consumer Goods Corp.,,Financial Services,0067G5RY0ANYRXUALO,00k68BJXAPVBEXQFAR,Oakridge Consumer Goods Corp. - Network Refresh,Deal Won,1.0,Closed,2026-07-10,2026-08-18,Karen Garcia,karen.garcia@global.ntt,Karen Garcia,karen.garcia@global.ntt,Data Center,Product,New Business,,20012.29,3686.84,20012.29,3686.84,18.42,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,1010063.0,80805.04,2156202.22,268661.22,531309.38,Green,333320.79,26665.66
North America,United States,001OIT4GSV3U016NZI,Oakridge Consumer Goods Corp.,,Financial Services,0067G5RY0ANYRXUALO,00kIWRHFL3HLEWAHRX,Oakridge Consumer Goods Corp. - Network Refresh,Deal Won,1.0,Closed,2026-07-10,2026-08-18,Karen Garcia,karen.garcia@global.ntt,Karen Garcia,karen.garcia@global.ntt,Security,Product,New Business,,4904.48,620.07,4904.48,620.07,12.64,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2156202.22,268661.22,531309.38,Green,78428.42,6274.27
North America,United States,001OIT4GSV3U016NZI,Oakridge Consumer Goods Corp.,,Financial Services,0067G5RY0ANYRXUALO,00k1V6A678BWJACEOH,Oakridge Consumer Goods Corp. - Network Refresh,Deal Won,1.0,Closed,2026-07-10,2026-08-18,Karen Garcia,karen.garcia@global.ntt,Karen Garcia,karen.garcia@global.ntt,Networking,Product,New Business,,24176.56,2925.37,24176.56,2925.37,12.1,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,001OIT4GSV3U016NZI,Oakridge Consumer Goods Corp.,,Financial Services,0067G5RY0ANYRXUALO,00kWGLGI8XDGA4ACUQ,Oakridge Consumer Goods Corp. - Network Refresh,Deal Won,1.0,Closed,2026-07-10,2026-08-18,Karen Garcia,karen.garcia@global.ntt,Karen Garcia,karen.garcia@global.ntt,Networking,Technical Services,New Business,,3854.25,929.78,3854.25,929.78,24.12,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,760625.76,228187.73,2156202.22,268661.22,531309.38,Green,251006.5,75301.95
North America,United States,0013U4C2JMB8X9UFMP,Harborview Industries Inc.,Harborview Industries Inc.,Financial Services,006OMM32ES6R8DL7ZK,00kH36WF2LFYGTSVMQ,Harborview Industries Inc. - Colocation Expansion,Deal Lost,0.06,Omitted,2026-03-13,2026-08-24,Paul Wright,paul.wright@global.ntt,Paul Wright,paul.wright@global.ntt,Networking,Product,New Business,,39606.05,5265.96,39606.05,5265.96,13.3,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
